"","Wcol","Anio","consumo","mes"
"14729","FRACC. ISSTESIN",2020,"2270","noviembre"
"14730","FRACC. ISSTESIN",2019,"1986","noviembre"
"14731","FRACC. ISSTESIN",2021,"2189","noviembre"
"14732","FRACC. ISSTESIN",2018,"2424","noviembre"
"14733","FRACC. JACARANDAS",2020,"17253","noviembre"
"14734","FRACC. JACARANDAS",2018,"15925","noviembre"
"14735","FRACC. JACARANDAS",2021,"16954","noviembre"
"14736","FRACC. JACARANDAS",2019,"16429","noviembre"
"14737","FRACC. JARDINES DE LA ALAMEDA",2019,"1285","noviembre"
"14738","FRACC. JARDINES DE LA ALAMEDA",2020,"1363","noviembre"
"14739","FRACC. JARDINES DE LA ALAMEDA",2021,"1673","noviembre"
"14740","FRACC. JARDINES DE LA ALAMEDA",2018,"1220","noviembre"
"14741","FRACC. JARDINES DE LA RIVIERA",2020,"5089","noviembre"
"14742","FRACC. JARDINES DE LA RIVIERA",2021,"5295","noviembre"
"14743","FRACC. JARDINES DE LA RIVIERA",2018,"4176","noviembre"
"14744","FRACC. JARDINES DE LA RIVIERA",2019,"4500","noviembre"
"14745","FRACC. JARDINES DEL BOSQUE",2018,"3139","noviembre"
"14746","FRACC. JARDINES DEL BOSQUE",2020,"4267","noviembre"
"14747","FRACC. JARDINES DEL BOSQUE",2019,"3649","noviembre"
"14748","FRACC. JARDINES DEL BOSQUE",2021,"4128","noviembre"
"14749","FRACC. JARDINES DEL TOREO",2021,"1136","noviembre"
"14750","FRACC. JARDINES DEL TOREO",2020,"811","noviembre"
"14751","FRACC. JARDINES DEL TOREO",2019,"789","noviembre"
"14752","FRACC. JARDINES DEL TOREO",2018,"863","noviembre"
"14753","FRACC. JOSE GORDILLO PINTO",2020,"1724","noviembre"
"14754","FRACC. JOSE GORDILLO PINTO",2019,"1915","noviembre"
"14755","FRACC. JOSE GORDILLO PINTO",2021,"1807","noviembre"
"14756","FRACC. JOSE GORDILLO PINTO",2018,"2027","noviembre"
"14757","FRACC. LA ALBORADA",2020,"5765","noviembre"
"14758","FRACC. LA ALBORADA",2018,"6391","noviembre"
"14759","FRACC. LA ALBORADA",2021,"5815","noviembre"
"14760","FRACC. LA ALBORADA",2019,"5302","noviembre"
"14761","FRACC. LA CAMPIÑA",2019,"5516","noviembre"
"14762","FRACC. LA CAMPIÑA",2021,"5741","noviembre"
"14763","FRACC. LA CAMPIÑA",2020,"7134","noviembre"
"14764","FRACC. LA CAMPIÑA",2018,"7109","noviembre"
"14765","FRACC. LA CIMA",2018,"1738","noviembre"
"14766","FRACC. LA CIMA",2020,"1981","noviembre"
"14767","FRACC. LA CIMA",2021,"1993","noviembre"
"14768","FRACC. LA CIMA",2019,"1978","noviembre"
"14769","FRACC. LA JOYA",2019,"5117","noviembre"
"14770","FRACC. LA JOYA",2020,"6321","noviembre"
"14771","FRACC. LA JOYA",2018,"5057","noviembre"
"14772","FRACC. LA JOYA",2021,"5150","noviembre"
"14773","FRACC. LA RIVIERA CONJ. RESID.",2021,"9125","noviembre"
"14774","FRACC. LA RIVIERA CONJ. RESID.",2018,"8409","noviembre"
"14775","FRACC. LA RIVIERA CONJ. RESID.",2019,"7525","noviembre"
"14776","FRACC. LA RIVIERA CONJ. RESID.",2020,"8774","noviembre"
"14777","FRACC. LAS BRISAS",2020,"1706","noviembre"
"14778","FRACC. LAS BRISAS",2021,"1791","noviembre"
"14779","FRACC. LAS BRISAS",2018,"1622","noviembre"
"14780","FRACC. LAS BRISAS",2019,"1626","noviembre"
"14781","FRACC. LAS GAVIOTAS",2018,"4254","noviembre"
"14782","FRACC. LAS GAVIOTAS",2021,"6018","noviembre"
"14783","FRACC. LAS GAVIOTAS",2019,"4451","noviembre"
"14784","FRACC. LAS GAVIOTAS",2020,"5306","noviembre"
"14785","FRACC. LAS MAÑANITAS",2021,"12293","noviembre"
"14786","FRACC. LAS MAÑANITAS",2018,"12089","noviembre"
"14787","FRACC. LAS MAÑANITAS",2019,"11200","noviembre"
"14788","FRACC. LAS MAÑANITAS",2020,"12399","noviembre"
"14789","FRACC. LAS MISIONES",2020,"11908","noviembre"
"14790","FRACC. LAS MISIONES",2018,"10806","noviembre"
"14791","FRACC. LAS MISIONES",2019,"10995","noviembre"
"14792","FRACC. LAS MISIONES",2021,"12904","noviembre"
"14793","FRACC. LOMAS DE MAZATLAN",2020,"32324","noviembre"
"14794","FRACC. LOMAS DE MAZATLAN",2018,"29653","noviembre"
"14795","FRACC. LOMAS DE MAZATLAN",2021,"32388","noviembre"
"14796","FRACC. LOMAS DE MAZATLAN",2019,"30161","noviembre"
"14797","FRACC. LOMAS DE SAN JORGE",2020,"8997","noviembre"
"14798","FRACC. LOMAS DE SAN JORGE",2021,"8994","noviembre"
"14799","FRACC. LOMAS DE SAN JORGE",2019,"7299","noviembre"
"14800","FRACC. LOMAS DE SAN JORGE",2018,"7640","noviembre"
"14801","FRACC. LOMAS DEL BOSQUE",2019,"2007","noviembre"
"14802","FRACC. LOMAS DEL BOSQUE",2021,"2486","noviembre"
"14803","FRACC. LOMAS DEL BOSQUE",2020,"2337","noviembre"
"14804","FRACC. LOMAS DEL BOSQUE",2018,"2192","noviembre"
"14805","FRACC. LOMAS DEL MAR",2018,"9348","noviembre"
"14806","FRACC. LOMAS DEL MAR",2020,"8777","noviembre"
"14807","FRACC. LOMAS DEL MAR",2021,"9018","noviembre"
"14808","FRACC. LOMAS DEL MAR",2019,"8423","noviembre"
"14809","FRACC. LOMAS DEL VALLE",2021,"7775","noviembre"
"14810","FRACC. LOMAS DEL VALLE",2020,"3812","noviembre"
"14811","FRACC. LOMAS DEL VALLE",2019,"5183","noviembre"
"14812","FRACC. LOMAS DEL VALLE",2018,"5021","noviembre"
"14813","FRACC. LOS LAURELES",2018,"3862","noviembre"
"14814","FRACC. LOS LAURELES",2019,"4107","noviembre"
"14815","FRACC. LOS LAURELES",2021,"4540","noviembre"
"14816","FRACC. LOS LAURELES",2020,"4244","noviembre"
"14817","FRACC. LOS MANGOS II",2020,"4110","noviembre"
"14818","FRACC. LOS MANGOS II",2021,"4833","noviembre"
"14819","FRACC. LOS MANGOS II",2018,"3287","noviembre"
"14820","FRACC. LOS MANGOS II",2019,"3412","noviembre"
"14821","FRACC. LOS MANGOS RESIDENCIAL",2019,"7593","noviembre"
"14822","FRACC. LOS MANGOS RESIDENCIAL",2020,"9404","noviembre"
"14823","FRACC. LOS MANGOS RESIDENCIAL",2021,"11057","noviembre"
"14824","FRACC. LOS MANGOS RESIDENCIAL",2018,"7349","noviembre"
"14825","FRACC. LOS OLIVOS",2020,"8069","noviembre"
"14826","FRACC. LOS OLIVOS",2018,"6170","noviembre"
"14827","FRACC. LOS OLIVOS",2019,"6542","noviembre"
"14828","FRACC. LOS OLIVOS",2021,"4940","noviembre"
"14829","FRACC. LOS PORTALES",2019,"7137","noviembre"
"14830","FRACC. LOS PORTALES",2021,"7367","noviembre"
"14831","FRACC. LOS PORTALES",2020,"7478","noviembre"
"14832","FRACC. LOS PORTALES",2018,"7256","noviembre"
"14833","FRACC. LOS VENADOS",2021,"1120","noviembre"
"14834","FRACC. LOS VENADOS",2019,"1080","noviembre"
"14835","FRACC. LOS VENADOS",2018,"1082","noviembre"
"14836","FRACC. LOS VENADOS",2020,"1186","noviembre"
"14837","FRACC. MAR DE CORTEZ",2019,"3447","noviembre"
"14838","FRACC. MAR DE CORTEZ",2021,"3636","noviembre"
"14839","FRACC. MAR DE CORTEZ",2020,"3987","noviembre"
"14840","FRACC. MAR DE CORTEZ",2018,"4195","noviembre"
"14841","FRACC. MAR Y SOL",2021,"1","noviembre"
"14842","FRACC. MAR Y SOL",2019,"1","noviembre"
"14843","FRACC. MAR Y SOL",2018,"1","noviembre"
"14844","FRACC. MAR Y SOL",2020,"6","noviembre"
"14845","FRACC. MARIA ANTONIETA",2021,"3108","noviembre"
"14846","FRACC. MARIA ANTONIETA",2018,"3376","noviembre"
"14847","FRACC. MARIA ANTONIETA",2020,"3435","noviembre"
"14848","FRACC. MARIA ANTONIETA",2019,"3026","noviembre"
"14849","FRACC. MARIA DEL MAR",2021,"554","noviembre"
"14850","FRACC. MARIA DEL MAR",2019,"461","noviembre"
"14851","FRACC. MARIA DEL MAR",2018,"349","noviembre"
"14852","FRACC. MARIA DEL MAR",2020,"461","noviembre"
"14853","FRACC. MARIA FERNANDA",2020,"1815","noviembre"
"14854","FRACC. MARIA FERNANDA",2018,"1487","noviembre"
"14855","FRACC. MARIA FERNANDA",2019,"1829","noviembre"
"14856","FRACC. MARIA FERNANDA",2021,"1414","noviembre"
"14857","FRACC. MARINA GARDENS",2019,"1755","noviembre"
"14858","FRACC. MARINA GARDENS",2021,"3050","noviembre"
"14859","FRACC. MARINA GARDENS",2020,"2511","noviembre"
"14860","FRACC. MARINA GARDENS",2018,"1819","noviembre"
"14861","FRACC. MARINA KELLY",2019,"1495","noviembre"
"14862","FRACC. MARINA KELLY",2018,"1269","noviembre"
"14863","FRACC. MARINA KELLY",2021,"1676","noviembre"
"14864","FRACC. MARINA KELLY",2020,"1647","noviembre"
"14865","FRACC. MEDITERRANEO",2021,"9130","noviembre"
"14866","FRACC. MEDITERRANEO",2020,"6708","noviembre"
"14867","FRACC. MEDITERRANEO",2019,"8412","noviembre"
"14868","FRACC. MEDITERRANEO",2018,"8199","noviembre"
"14869","FRACC. MELINA",2019,"1144","noviembre"
"14870","FRACC. MELINA",2021,"1173","noviembre"
"14871","FRACC. MELINA",2020,"1404","noviembre"
"14872","FRACC. MELINA",2018,"1166","noviembre"
"14873","FRACC. MIRASOL (PETROLEOS)",2019,"464","noviembre"
"14874","FRACC. MIRASOL (PETROLEOS)",2020,"506","noviembre"
"14875","FRACC. MIRASOL (PETROLEOS)",2018,"497","noviembre"
"14876","FRACC. MIRASOL (PETROLEOS)",2021,"504","noviembre"
"14877","FRACC. MONTE VERDE",2019,"3615","noviembre"
"14878","FRACC. MONTE VERDE",2020,"3837","noviembre"
"14879","FRACC. MONTE VERDE",2021,"15981","noviembre"
"14880","FRACC. MONTE VERDE",2018,"2966","noviembre"
"14881","FRACC. NUEVO CAJEME",2021,"2964","noviembre"
"14882","FRACC. NUEVO CAJEME",2020,"2808","noviembre"
"14883","FRACC. NUEVO CAJEME",2018,"3242","noviembre"
"14884","FRACC. NUEVO CAJEME",2019,"2640","noviembre"
"14885","FRACC. PALMAS DEL SOL",2018,"1058","noviembre"
"14886","FRACC. PALMAS DEL SOL",2021,"1349","noviembre"
"14887","FRACC. PALMAS DEL SOL",2019,"1213","noviembre"
"14888","FRACC. PALMAS DEL SOL",2020,"1523","noviembre"
"14889","FRACC. PARAISO",2018,"1537","noviembre"
"14890","FRACC. PARAISO",2019,"1211","noviembre"
"14891","FRACC. PARAISO",2021,"1115","noviembre"
"14892","FRACC. PARAISO",2020,"1331","noviembre"
"14893","FRACC. PASEO ALAMEDA",2020,"3714","noviembre"
"14894","FRACC. PASEO ALAMEDA",2019,"3646","noviembre"
"14895","FRACC. PASEO ALAMEDA",2018,"3480","noviembre"
"14896","FRACC. PASEO ALAMEDA",2021,"3808","noviembre"
"14897","FRACC. PASEO DE LAS TORRES",2021,"1739","noviembre"
"14898","FRACC. PASEO DE LAS TORRES",2020,"1670","noviembre"
"14899","FRACC. PASEO DE LAS TORRES",2018,"1566","noviembre"
"14900","FRACC. PASEO DE LAS TORRES",2019,"1586","noviembre"
"14901","FRACC. PASEOS DE LOS OLIVOS",2019,"6104","noviembre"
"14902","FRACC. PASEOS DE LOS OLIVOS",2018,"6054","noviembre"
"14903","FRACC. PASEOS DE LOS OLIVOS",2020,"6447","noviembre"
"14904","FRACC. PASEOS DE LOS OLIVOS",2021,"4875","noviembre"
"14905","FRACC. PLAYA LINDA",2018,"1022","noviembre"
"14906","FRACC. PLAYA LINDA",2020,"994","noviembre"
"14907","FRACC. PLAYA LINDA",2021,"147","noviembre"
"14908","FRACC. PLAYA LINDA",2019,"1016","noviembre"
"14909","FRACC. PLAYA SUR",2021,"23296","noviembre"
"14910","FRACC. PLAYA SUR",2018,"19431","noviembre"
"14911","FRACC. PLAYA SUR",2019,"20037","noviembre"
"14912","FRACC. PLAYA SUR",2020,"22306","noviembre"
"14913","FRACC. PLAYA SUR II",2020,"631","noviembre"
"14914","FRACC. PLAYA SUR II",2018,"834","noviembre"
"14915","FRACC. PLAYA SUR II",2021,"530","noviembre"
"14916","FRACC. PLAYA SUR II",2019,"388","noviembre"
"14917","FRACC. PLAYAS DEL SOL",2018,"583","noviembre"
"14918","FRACC. PLAYAS DEL SOL",2019,"671","noviembre"
"14919","FRACC. PLAYAS DEL SOL",2021,"708","noviembre"
"14920","FRACC. PLAYAS DEL SOL",2020,"753","noviembre"
"14921","FRACC. PLAYAS INFONAVIT",2021,"346","noviembre"
"14922","FRACC. PLAYAS INFONAVIT",2018,"331","noviembre"
"14923","FRACC. PLAYAS INFONAVIT",2020,"425","noviembre"
"14924","FRACC. PLAYAS INFONAVIT",2019,"377","noviembre"
"14925","FRACC. PLAZA REFORMA",2019,"1875","noviembre"
"14926","FRACC. PLAZA REFORMA",2021,"1965","noviembre"
"14927","FRACC. PLAZA REFORMA",2020,"1946","noviembre"
"14928","FRACC. PLAZA REFORMA",2018,"1823","noviembre"
"14929","FRACC. PORTAL DE LOS OLIVOS",2020,"335","noviembre"
"14930","FRACC. PORTAL DE LOS OLIVOS",2021,"296","noviembre"
"14931","FRACC. PORTAL DE LOS OLIVOS",2019,"256","noviembre"
"14932","FRACC. PORTAL DE LOS OLIVOS",2018,"252","noviembre"
"14933","FRACC. PORTO MOLINO",2020,"3377","noviembre"
"14934","FRACC. PORTO MOLINO",2019,"2125","noviembre"
"14935","FRACC. PORTO MOLINO",2018,"962","noviembre"
"14936","FRACC. PORTO MOLINO",2021,"3513","noviembre"
"14937","FRACC. PRADERA DORADA III",2018,"1276","noviembre"
"14938","FRACC. PRADERA DORADA III",2019,"3397","noviembre"
"14939","FRACC. PRADERA DORADA III",2020,"2982","noviembre"
"14940","FRACC. PRADERA DORADA III",2021,"3102","noviembre"
"14941","FRACC. PRADERA DORADA IV",2021,"16456","noviembre"
"14942","FRACC. PRADERA DORADA IV",2019,"15981","noviembre"
"14943","FRACC. PRADERA DORADA IV",2018,"17682","noviembre"
"14944","FRACC. PRADERA DORADA IV",2020,"16283","noviembre"
"14945","FRACC. PRADERA DORADA V",2021,"18733","noviembre"
"14946","FRACC. PRADERA DORADA V",2020,"18548","noviembre"
"14947","FRACC. PRADERA DORADA V",2018,"17837","noviembre"
"14948","FRACC. PRADERA DORADA V",2019,"16913","noviembre"
"14949","FRACC. PRADERA DORADA VI",2019,"9950","noviembre"
"14950","FRACC. PRADERA DORADA VI",2021,"14749","noviembre"
"14951","FRACC. PRADERA DORADA VI",2018,"8939","noviembre"
"14952","FRACC. PRADERA DORADA VI",2020,"9375","noviembre"
"14953","FRACC. PRADO BONITO",2018,"8679","noviembre"
"14954","FRACC. PRADO BONITO",2020,"8121","noviembre"
"14955","FRACC. PRADO BONITO",2021,"10332","noviembre"
"14956","FRACC. PRADO BONITO",2019,"7892","noviembre"
"14957","FRACC. PRADOS DEL SOL",2019,"17178","noviembre"
"14958","FRACC. PRADOS DEL SOL",2018,"5026","noviembre"
"14959","FRACC. PRADOS DEL SOL",2020,"18468","noviembre"
"14960","FRACC. PRADOS DEL SOL",2021,"19939","noviembre"
"14961","FRACC. PRIV. SANTA RITA",2019,"350","noviembre"
"14962","FRACC. PRIV. SANTA RITA",2021,"746","noviembre"
"14963","FRACC. PRIV. SANTA RITA",2020,"572","noviembre"
"14964","FRACC. PRIV. SANTA RITA",2018,"428","noviembre"
"14965","FRACC. PRIVANZAS",2020,"2012","noviembre"
"14966","FRACC. PRIVANZAS",2018,"1901","noviembre"
"14967","FRACC. PRIVANZAS",2021,"2489","noviembre"
"14968","FRACC. PRIVANZAS",2019,"1946","noviembre"
"14969","FRACC. PUERTA DEL SOL",2020,"7408","noviembre"
"14970","FRACC. PUERTA DEL SOL",2019,"6268","noviembre"
"14971","FRACC. PUERTA DEL SOL",2018,"6796","noviembre"
"14972","FRACC. PUERTA DEL SOL",2021,"7233","noviembre"
"14973","FRACC. PUERTA DORADA",2021,"264","noviembre"
"14974","FRACC. PUERTA DORADA",2020,"394","noviembre"
"14975","FRACC. PUERTA DORADA",2018,"349","noviembre"
"14976","FRACC. PUERTA DORADA",2019,"202","noviembre"
"14977","FRACC. PUESTA DEL SOL",2019,"8255","noviembre"
"14978","FRACC. PUESTA DEL SOL",2018,"8286","noviembre"
"14979","FRACC. PUESTA DEL SOL",2021,"8735","noviembre"
"14980","FRACC. PUESTA DEL SOL",2020,"8985","noviembre"
"14981","FRACC. PUNTA DIAMANTE",2019,"1373","noviembre"
"14982","FRACC. PUNTA DIAMANTE",2018,"1409","noviembre"
"14983","FRACC. PUNTA DIAMANTE",2020,"1987","noviembre"
"14984","FRACC. PUNTA DIAMANTE",2021,"2825","noviembre"
"14985","FRACC. QUINTA GAVIOTAS",2019,"923","noviembre"
"14986","FRACC. QUINTA GAVIOTAS",2018,"774","noviembre"
"14987","FRACC. QUINTA GAVIOTAS",2021,"736","noviembre"
"14988","FRACC. QUINTA GAVIOTAS",2020,"797","noviembre"
"14989","FRACC. QUINTA REAL",2021,"2295","noviembre"
"14990","FRACC. QUINTA REAL",2018,"1876","noviembre"
"14991","FRACC. QUINTA REAL",2019,"2173","noviembre"
"14992","FRACC. QUINTA REAL",2020,"2407","noviembre"
"14993","FRACC. QUINTAS DEL MAR",2021,"3316","noviembre"
"14994","FRACC. QUINTAS DEL MAR",2018,"2598","noviembre"
"14995","FRACC. QUINTAS DEL MAR",2019,"2197","noviembre"
"14996","FRACC. QUINTAS DEL MAR",2020,"2401","noviembre"
"14997","FRACC. REAL DEL VALLE",2021,"11852","noviembre"
"14998","FRACC. REAL DEL VALLE",2020,"9257","noviembre"
"14999","FRACC. REAL DEL VALLE",2018,"45138","noviembre"
"15000","FRACC. REAL DEL VALLE",2019,"7649","noviembre"
"15001","FRACC. REAL DEL VALLE COTO 15",2018,"31464","noviembre"
"15002","FRACC. REAL DEL VALLE COTO 15",2019,"3467","noviembre"
"15003","FRACC. REAL DEL VALLE COTO 15",2020,"4712","noviembre"
"15004","FRACC. REAL DEL VALLE COTO 15",2021,"4545","noviembre"
"15005","FRACC. RESID. AZALEA,EL TOREO",2019,"237","noviembre"
"15006","FRACC. RESID. AZALEA,EL TOREO",2018,"281","noviembre"
"15007","FRACC. RESID. AZALEA,EL TOREO",2020,"363","noviembre"
"15008","FRACC. RESID. AZALEA,EL TOREO",2021,"398","noviembre"
"15009","FRACC. RESID. LOS CARACOLES",2019,"1166","noviembre"
"15010","FRACC. RESID. LOS CARACOLES",2018,"1123","noviembre"
"15011","FRACC. RESID. LOS CARACOLES",2020,"1325","noviembre"
"15012","FRACC. RESID. LOS CARACOLES",2021,"1115","noviembre"
"15013","FRACC. RESID. VILLAS DEL REY",2018,"17176","noviembre"
"15014","FRACC. RESID. VILLAS DEL REY",2020,"21835","noviembre"
"15015","FRACC. RESID. VILLAS DEL REY",2019,"16786","noviembre"
"15016","FRACC. RESID. VILLAS DEL REY",2021,"18797","noviembre"
"15017","FRACC. RESID. ZAFIRO",2021,"271","noviembre"
"15018","FRACC. RESID. ZAFIRO",2018,"268","noviembre"
"15019","FRACC. RESID. ZAFIRO",2019,"241","noviembre"
"15020","FRACC. RESID. ZAFIRO",2020,"303","noviembre"
"15021","FRACC. RESIDENC. REAL DEL MAR",2021,"990","noviembre"
"15022","FRACC. RESIDENC. REAL DEL MAR",2020,"1485","noviembre"
"15023","FRACC. RESIDENC. REAL DEL MAR",2018,"731","noviembre"
"15024","FRACC. RESIDENC. REAL DEL MAR",2019,"1208","noviembre"
"15025","FRACC. RESIDENCIAL PALMEIRA",2021,"133","noviembre"
"15026","FRACC. RESIDENCIAL PALMEIRA",2019,"191","noviembre"
"15027","FRACC. RESIDENCIAL PALMEIRA",2018,"379","noviembre"
"15028","FRACC. RESIDENCIAL PALMEIRA",2020,"247","noviembre"
"15029","FRACC. RESIDENCIAL SABALO",2018,"158","noviembre"
"15030","FRACC. RESIDENCIAL SABALO",2020,"205","noviembre"
"15031","FRACC. RESIDENCIAL SABALO",2021,"248","noviembre"
"15032","FRACC. RESIDENCIAL SABALO",2019,"261","noviembre"
"15033","FRACC. RESIDENCIAL SAN MARCOS",2021,"3798","noviembre"
"15034","FRACC. RESIDENCIAL SAN MARCOS",2019,"3164","noviembre"
"15035","FRACC. RESIDENCIAL SAN MARCOS",2018,"3183","noviembre"
"15036","FRACC. RESIDENCIAL SAN MARCOS",2020,"3725","noviembre"
"15037","FRACC. RINC. DEL VALLE",2018,"4728","noviembre"
"15038","FRACC. RINC. DEL VALLE",2020,"5516","noviembre"
"15039","FRACC. RINC. DEL VALLE",2021,"5431","noviembre"
"15040","FRACC. RINC. DEL VALLE",2019,"4525","noviembre"
"15041","FRACC. RINCON COLONIAL",2020,"688","noviembre"
"15042","FRACC. RINCON COLONIAL",2018,"399","noviembre"
"15043","FRACC. RINCON COLONIAL",2021,"209","noviembre"
"15044","FRACC. RINCON COLONIAL",2019,"385","noviembre"
"15045","FRACC. RINCON DE LAS PLAZAS",2020,"3044","noviembre"
"15046","FRACC. RINCON DE LAS PLAZAS",2021,"3239","noviembre"
"15047","FRACC. RINCON DE LAS PLAZAS",2019,"2697","noviembre"
"15048","FRACC. RINCON DE LAS PLAZAS",2018,"2621","noviembre"
"15049","FRACC. RINCON DE URIAS",2020,"7426","noviembre"
"15050","FRACC. RINCON DE URIAS",2018,"1142","noviembre"
"15051","FRACC. RINCON DE URIAS",2019,"1203","noviembre"
"15052","FRACC. RINCON DE URIAS",2021,"7421","noviembre"
"15053","FRACC. RINCONADA",2019,"807","noviembre"
"15054","FRACC. RINCONADA",2021,"734","noviembre"
"15055","FRACC. RINCONADA",2020,"752","noviembre"
"15056","FRACC. RINCONADA",2018,"770","noviembre"
"15057","FRACC. ROYAL COUNTRY",2020,"869","noviembre"
"15058","FRACC. ROYAL COUNTRY",2021,"1070","noviembre"
"15059","FRACC. ROYAL COUNTRY",2018,"930","noviembre"
"15060","FRACC. ROYAL COUNTRY",2019,"939","noviembre"
"15061","FRACC. SABALO COUNTRY CLUB",2020,"37295","noviembre"
"15062","FRACC. SABALO COUNTRY CLUB",2018,"32863","noviembre"
"15063","FRACC. SABALO COUNTRY CLUB",2021,"42706","noviembre"
"15064","FRACC. SABALO COUNTRY CLUB",2019,"33538","noviembre"
"15065","FRACC. SAN ANGEL",2018,"4324","noviembre"
"15066","FRACC. SAN ANGEL",2021,"3926","noviembre"
"15067","FRACC. SAN ANGEL",2020,"3768","noviembre"
"15068","FRACC. SAN ANGEL",2019,"3674","noviembre"
"15069","FRACC. SAN ANTONIO",2018,"491","noviembre"
"15070","FRACC. SAN ANTONIO",2021,"1245","noviembre"
"15071","FRACC. SAN ANTONIO",2020,"1086","noviembre"
"15072","FRACC. SAN ANTONIO",2019,"932","noviembre"
"15073","FRACC. SAN CARLOS",2018,"669","noviembre"
"15074","FRACC. SAN CARLOS",2021,"784","noviembre"
"15075","FRACC. SAN CARLOS",2019,"753","noviembre"
"15076","FRACC. SAN CARLOS",2020,"687","noviembre"
"15077","FRACC. SAN FRANCISCO RESIDENC.",2020,"6283","noviembre"
"15078","FRACC. SAN FRANCISCO RESIDENC.",2018,"5971","noviembre"
"15079","FRACC. SAN FRANCISCO RESIDENC.",2021,"6371","noviembre"
"15080","FRACC. SAN FRANCISCO RESIDENC.",2019,"5455","noviembre"
"15081","FRACC. SAN JOAQUIN",2020,"8300","noviembre"
"15082","FRACC. SAN JOAQUIN",2019,"8226","noviembre"
"15083","FRACC. SAN JOAQUIN",2021,"8672","noviembre"
"15084","FRACC. SAN JOAQUIN",2018,"8422","noviembre"
"15085","FRACC. SAN NICOLAS",2020,"365","noviembre"
"15086","FRACC. SAN NICOLAS",2021,"337","noviembre"
"15087","FRACC. SAN NICOLAS",2018,"361","noviembre"
"15088","FRACC. SAN NICOLAS",2019,"330","noviembre"
"15089","FRACC. SAN RAFAEL",2020,"2497","noviembre"
"15090","FRACC. SAN RAFAEL",2018,"2481","noviembre"
"15091","FRACC. SAN RAFAEL",2019,"2342","noviembre"
"15092","FRACC. SAN RAFAEL",2021,"2284","noviembre"
"15093","FRACC. SANTA ANITA",2019,"297","noviembre"
"15094","FRACC. SANTA ANITA",2020,"254","noviembre"
"15095","FRACC. SANTA ANITA",2021,"253","noviembre"
"15096","FRACC. SANTA ANITA",2018,"288","noviembre"
"15097","FRACC. SANTA FE (LOS ANGELES)",2018,"32204","noviembre"
"15098","FRACC. SANTA FE (LOS ANGELES)",2020,"29767","noviembre"
"15099","FRACC. SANTA FE (LOS ANGELES)",2021,"28687","noviembre"
"15100","FRACC. SANTA FE (LOS ANGELES)",2019,"27711","noviembre"
"15101","FRACC. SANTA LAURA",2020,"1828","noviembre"
"15102","FRACC. SANTA LAURA",2021,"1751","noviembre"
"15103","FRACC. SANTA LAURA",2019,"1932","noviembre"
"15104","FRACC. SANTA LAURA",2018,"2154","noviembre"
"15105","FRACC. SANTA RITA",2020,"18","noviembre"
"15106","FRACC. SANTA RITA",2021,"13","noviembre"
"15107","FRACC. SANTA RITA",2018,"25","noviembre"
"15108","FRACC. SANTA RITA",2019,"10","noviembre"
"15109","FRACC. SANTA SOFIA",2020,"846","noviembre"
"15110","FRACC. SANTA SOFIA",2019,"649","noviembre"
"15111","FRACC. SANTA SOFIA",2018,"797","noviembre"
"15112","FRACC. SANTA SOFIA",2021,"754","noviembre"
"15113","FRACC. SANTA TERESA",2018,"23564","noviembre"
"15114","FRACC. SANTA TERESA",2019,"25290","noviembre"
"15115","FRACC. SANTA TERESA",2020,"27401","noviembre"
"15116","FRACC. SANTA TERESA",2021,"27708","noviembre"
"15117","FRACC. SANTA VIRGINIA",2021,"369","noviembre"
"15118","FRACC. SANTA VIRGINIA",2019,"398","noviembre"
"15119","FRACC. SANTA VIRGINIA",2018,"345","noviembre"
"15120","FRACC. SANTA VIRGINIA",2020,"359","noviembre"
"15121","FRACC. STA. FE (LOS GIRASOLES)",2021,"1300","noviembre"
"15122","FRACC. STA. FE (LOS GIRASOLES)",2018,"1574","noviembre"
"15123","FRACC. STA. FE (LOS GIRASOLES)",2019,"1084","noviembre"
"15124","FRACC. STA. FE (LOS GIRASOLES)",2020,"1559","noviembre"
"15125","FRACC. STA. FE (PLAN MAESTRO)",2019,"78","noviembre"
"15126","FRACC. STA. FE (PLAN MAESTRO)",2021,"82","noviembre"
"15127","FRACC. STA. FE (PLAN MAESTRO)",2018,"82","noviembre"
"15128","FRACC. STA. FE (PLAN MAESTRO)",2020,"80","noviembre"
"15129","FRACC. TELLERIA",2019,"9364","noviembre"
"15130","FRACC. TELLERIA",2020,"8476","noviembre"
"15131","FRACC. TELLERIA",2018,"9931","noviembre"
"15132","FRACC. TELLERIA",2021,"12698","noviembre"
"15133","FRACC. TERRANOVA",2020,"6686","noviembre"
"15134","FRACC. TERRANOVA",2021,"7000","noviembre"
"15135","FRACC. TERRANOVA",2018,"27","noviembre"
"15136","FRACC. TERRANOVA",2019,"6568","noviembre"
"15137","FRACC. TORREMOLINOS",2020,"2141","noviembre"
"15138","FRACC. TORREMOLINOS",2021,"1848","noviembre"
"15139","FRACC. TORREMOLINOS",2019,"1857","noviembre"
"15140","FRACC. TORREMOLINOS",2018,"1783","noviembre"
"15141","FRACC. TORREMOLINOS(COSTA AZUL",2019,"2410","noviembre"
"15142","FRACC. TORREMOLINOS(COSTA AZUL",2018,"2657","noviembre"
"15143","FRACC. TORREMOLINOS(COSTA AZUL",2021,"3049","noviembre"
