"","Wcol","Anio","consumo","mes"
"5081","FRACC. RESIDENC. REAL DEL MAR",2021,"1441","abril"
"5082","FRACC. RESIDENC. REAL DEL MAR",2020,"1474","abril"
"5083","FRACC. RESIDENC. REAL DEL MAR",2018,"996","abril"
"5084","FRACC. RESIDENC. REAL DEL MAR",2019,"1116","abril"
"5085","FRACC. RESIDENCIAL PALMEIRA",2021,"201","abril"
"5086","FRACC. RESIDENCIAL PALMEIRA",2019,"318","abril"
"5087","FRACC. RESIDENCIAL PALMEIRA",2018,"207","abril"
"5088","FRACC. RESIDENCIAL PALMEIRA",2020,"146","abril"
"5089","FRACC. RESIDENCIAL SABALO",2018,"209","abril"
"5090","FRACC. RESIDENCIAL SABALO",2020,"244","abril"
"5091","FRACC. RESIDENCIAL SABALO",2021,"212","abril"
"5092","FRACC. RESIDENCIAL SABALO",2019,"196","abril"
"5093","FRACC. RESIDENCIAL SAN MARCOS",2021,"3351","abril"
"5094","FRACC. RESIDENCIAL SAN MARCOS",2019,"2777","abril"
"5095","FRACC. RESIDENCIAL SAN MARCOS",2018,"3123","abril"
"5096","FRACC. RESIDENCIAL SAN MARCOS",2020,"3105","abril"
"5097","FRACC. RINC. DEL VALLE",2018,"5067","abril"
"5098","FRACC. RINC. DEL VALLE",2020,"4725","abril"
"5099","FRACC. RINC. DEL VALLE",2021,"5034","abril"
"5100","FRACC. RINC. DEL VALLE",2019,"4713","abril"
"5101","FRACC. RINCON COLONIAL",2020,"782","abril"
"5102","FRACC. RINCON COLONIAL",2018,"446","abril"
"5103","FRACC. RINCON COLONIAL",2021,"433","abril"
"5104","FRACC. RINCON COLONIAL",2019,"465","abril"
"5105","FRACC. RINCON DE LAS PLAZAS",2020,"2782","abril"
"5106","FRACC. RINCON DE LAS PLAZAS",2021,"2805","abril"
"5107","FRACC. RINCON DE LAS PLAZAS",2019,"2934","abril"
"5108","FRACC. RINCON DE LAS PLAZAS",2018,"3106","abril"
"5109","FRACC. RINCON DE URIAS",2020,"7142","abril"
"5110","FRACC. RINCON DE URIAS",2018,"1547","abril"
"5111","FRACC. RINCON DE URIAS",2019,"1440","abril"
"5112","FRACC. RINCON DE URIAS",2021,"7132","abril"
"5113","FRACC. RINCONADA",2019,"797","abril"
"5114","FRACC. RINCONADA",2021,"786","abril"
"5115","FRACC. RINCONADA",2020,"845","abril"
"5116","FRACC. RINCONADA",2018,"778","abril"
"5117","FRACC. ROYAL COUNTRY",2020,"844","abril"
"5118","FRACC. ROYAL COUNTRY",2021,"837","abril"
"5119","FRACC. ROYAL COUNTRY",2018,"848","abril"
"5120","FRACC. ROYAL COUNTRY",2019,"851","abril"
"5121","FRACC. SABALO COUNTRY CLUB",2020,"35762","abril"
"5122","FRACC. SABALO COUNTRY CLUB",2018,"34185","abril"
"5123","FRACC. SABALO COUNTRY CLUB",2021,"41046","abril"
"5124","FRACC. SABALO COUNTRY CLUB",2019,"37401","abril"
"5125","FRACC. SAN ANGEL",2018,"4458","abril"
"5126","FRACC. SAN ANGEL",2021,"4436","abril"
"5127","FRACC. SAN ANGEL",2020,"3854","abril"
"5128","FRACC. SAN ANGEL",2019,"4212","abril"
"5129","FRACC. SAN ANTONIO",2018,"336","abril"
"5130","FRACC. SAN ANTONIO",2021,"1113","abril"
"5131","FRACC. SAN ANTONIO",2020,"1139","abril"
"5132","FRACC. SAN ANTONIO",2019,"915","abril"
"5133","FRACC. SAN CARLOS",2018,"752","abril"
"5134","FRACC. SAN CARLOS",2021,"634","abril"
"5135","FRACC. SAN CARLOS",2019,"713","abril"
"5136","FRACC. SAN CARLOS",2020,"673","abril"
"5137","FRACC. SAN FRANCISCO RESIDENC.",2020,"5303","abril"
"5138","FRACC. SAN FRANCISCO RESIDENC.",2018,"5314","abril"
"5139","FRACC. SAN FRANCISCO RESIDENC.",2021,"5587","abril"
"5140","FRACC. SAN FRANCISCO RESIDENC.",2019,"5735","abril"
"5141","FRACC. SAN JOAQUIN",2020,"8741","abril"
"5142","FRACC. SAN JOAQUIN",2019,"8005","abril"
"5143","FRACC. SAN JOAQUIN",2021,"8051","abril"
"5144","FRACC. SAN JOAQUIN",2018,"7581","abril"
"5145","FRACC. SAN NICOLAS",2020,"396","abril"
"5146","FRACC. SAN NICOLAS",2021,"298","abril"
"5147","FRACC. SAN NICOLAS",2018,"377","abril"
"5148","FRACC. SAN NICOLAS",2019,"351","abril"
"5149","FRACC. SAN RAFAEL",2020,"2396","abril"
"5150","FRACC. SAN RAFAEL",2018,"2352","abril"
"5151","FRACC. SAN RAFAEL",2019,"2238","abril"
"5152","FRACC. SAN RAFAEL",2021,"2417","abril"
"5153","FRACC. SANTA ANITA",2019,"261","abril"
"5154","FRACC. SANTA ANITA",2020,"259","abril"
"5155","FRACC. SANTA ANITA",2021,"236","abril"
"5156","FRACC. SANTA ANITA",2018,"259","abril"
"5157","FRACC. SANTA FE (LOS ANGELES)",2018,"30137","abril"
"5158","FRACC. SANTA FE (LOS ANGELES)",2020,"27223","abril"
"5159","FRACC. SANTA FE (LOS ANGELES)",2021,"28069","abril"
"5160","FRACC. SANTA FE (LOS ANGELES)",2019,"28312","abril"
"5161","FRACC. SANTA LAURA",2020,"1660","abril"
"5162","FRACC. SANTA LAURA",2021,"1461","abril"
"5163","FRACC. SANTA LAURA",2019,"1783","abril"
"5164","FRACC. SANTA LAURA",2018,"2150","abril"
"5165","FRACC. SANTA RITA",2020,"24","abril"
"5166","FRACC. SANTA RITA",2021,"17","abril"
"5167","FRACC. SANTA RITA",2018,"18","abril"
"5168","FRACC. SANTA RITA",2019,"22","abril"
"5169","FRACC. SANTA SOFIA",2020,"627","abril"
"5170","FRACC. SANTA SOFIA",2019,"635","abril"
"5171","FRACC. SANTA SOFIA",2018,"730","abril"
"5172","FRACC. SANTA SOFIA",2021,"737","abril"
"5173","FRACC. SANTA TERESA",2018,"22925","abril"
"5174","FRACC. SANTA TERESA",2019,"22645","abril"
"5175","FRACC. SANTA TERESA",2020,"23717","abril"
"5176","FRACC. SANTA TERESA",2021,"23294","abril"
"5177","FRACC. SANTA VIRGINIA",2021,"392","abril"
"5178","FRACC. SANTA VIRGINIA",2019,"358","abril"
"5179","FRACC. SANTA VIRGINIA",2018,"331","abril"
"5180","FRACC. SANTA VIRGINIA",2020,"330","abril"
"5181","FRACC. STA. FE (LOS GIRASOLES)",2021,"1286","abril"
"5182","FRACC. STA. FE (LOS GIRASOLES)",2018,"1448","abril"
"5183","FRACC. STA. FE (LOS GIRASOLES)",2019,"1229","abril"
"5184","FRACC. STA. FE (LOS GIRASOLES)",2020,"1162","abril"
"5185","FRACC. STA. FE (PLAN MAESTRO)",2019,"72","abril"
"5186","FRACC. STA. FE (PLAN MAESTRO)",2021,"78","abril"
"5187","FRACC. STA. FE (PLAN MAESTRO)",2018,"138","abril"
"5188","FRACC. STA. FE (PLAN MAESTRO)",2020,"67","abril"
"5189","FRACC. TELLERIA",2019,"9408","abril"
"5190","FRACC. TELLERIA",2020,"9168","abril"
"5191","FRACC. TELLERIA",2018,"9902","abril"
"5192","FRACC. TELLERIA",2021,"11080","abril"
"5193","FRACC. TERRANOVA",2020,"6063","abril"
"5194","FRACC. TERRANOVA",2021,"6315","abril"
"5195","FRACC. TERRANOVA",2018,"11","abril"
"5196","FRACC. TERRANOVA",2019,"6447","abril"
"5197","FRACC. TORREMOLINOS",2020,"1917","abril"
"5198","FRACC. TORREMOLINOS",2021,"1834","abril"
"5199","FRACC. TORREMOLINOS",2019,"1963","abril"
"5200","FRACC. TORREMOLINOS",2018,"2247","abril"
"5201","FRACC. TORREMOLINOS(COSTA AZUL",2019,"2412","abril"
"5202","FRACC. TORREMOLINOS(COSTA AZUL",2018,"2375","abril"
"5203","FRACC. TORREMOLINOS(COSTA AZUL",2021,"2537","abril"
"5204","FRACC. TORREMOLINOS(COSTA AZUL",2020,"2531","abril"
"5205","FRACC. UNIVERSIDAD 94",2021,"4038","abril"
"5206","FRACC. UNIVERSIDAD 94",2019,"3803","abril"
"5207","FRACC. UNIVERSIDAD 94",2020,"3701","abril"
"5208","FRACC. UNIVERSIDAD 94",2018,"3978","abril"
"5209","FRACC. URBIVILLA DEL REAL",2018,"30549","abril"
"5210","FRACC. URBIVILLA DEL REAL",2019,"29581","abril"
"5211","FRACC. URBIVILLA DEL REAL",2021,"27556","abril"
"5212","FRACC. URBIVILLA DEL REAL",2020,"28782","abril"
"5213","FRACC. VALLE BONITO",2021,"12458","abril"
"5214","FRACC. VALLE BONITO",2019,"12881","abril"
"5215","FRACC. VALLE BONITO",2020,"12523","abril"
"5216","FRACC. VALLE BONITO",2018,"14504","abril"
"5217","FRACC. VALLE DORADO",2019,"4563","abril"
"5218","FRACC. VALLE DORADO",2021,"4693","abril"
"5219","FRACC. VALLE DORADO",2020,"4196","abril"
"5220","FRACC. VALLE DORADO",2018,"4470","abril"
"5221","FRACC. VALLE DORADO PLUS",2018,"1045","abril"
"5222","FRACC. VALLE DORADO PLUS",2020,"1089","abril"
"5223","FRACC. VALLE DORADO PLUS",2019,"986","abril"
"5224","FRACC. VALLE DORADO PLUS",2021,"1183","abril"
"5225","FRACC. VILLA BONITA RESIDENC.",2018,"478","abril"
"5226","FRACC. VILLA BONITA RESIDENC.",2019,"443","abril"
"5227","FRACC. VILLA BONITA RESIDENC.",2021,"391","abril"
"5228","FRACC. VILLA BONITA RESIDENC.",2020,"431","abril"
"5229","FRACC. VILLA CAREY",2020,"4261","abril"
"5230","FRACC. VILLA CAREY",2021,"2507","abril"
"5231","FRACC. VILLA CAREY",2019,"4130","abril"
"5232","FRACC. VILLA CAREY",2018,"3286","abril"
"5233","FRACC. VILLA CORAL",2021,"2610","abril"
"5234","FRACC. VILLA CORAL",2020,"2547","abril"
"5235","FRACC. VILLA CORAL",2018,"1895","abril"
"5236","FRACC. VILLA CORAL",2019,"1722","abril"
"5237","FRACC. VILLA DE JARACO",2019,"658","abril"
"5238","FRACC. VILLA DE JARACO",2018,"564","abril"
"5239","FRACC. VILLA DE JARACO",2020,"654","abril"
"5240","FRACC. VILLA DE JARACO",2021,"665","abril"
"5241","FRACC. VILLA FLORIDA",2021,"13612","abril"
"5242","FRACC. VILLA FLORIDA",2020,"13914","abril"
"5243","FRACC. VILLA FLORIDA",2019,"14488","abril"
"5244","FRACC. VILLA FLORIDA",2018,"15468","abril"
"5245","FRACC. VILLA GALAXIA",2021,"21943","abril"
"5246","FRACC. VILLA GALAXIA",2020,"24235","abril"
"5247","FRACC. VILLA GALAXIA",2019,"22519","abril"
"5248","FRACC. VILLA GALAXIA",2018,"23514","abril"
"5249","FRACC. VILLA MARINA",2018,"2569","abril"
"5250","FRACC. VILLA MARINA",2020,"2940","abril"
"5251","FRACC. VILLA MARINA",2019,"2841","abril"
"5252","FRACC. VILLA MARINA",2021,"2459","abril"
"5253","FRACC. VILLA SATELITE",2018,"3849","abril"
"5254","FRACC. VILLA SATELITE",2020,"3053","abril"
"5255","FRACC. VILLA SATELITE",2019,"3289","abril"
"5256","FRACC. VILLA SATELITE",2021,"3054","abril"
"5257","FRACC. VILLA TRANQUILA",2019,"236","abril"
"5258","FRACC. VILLA TRANQUILA",2021,"252","abril"
"5259","FRACC. VILLA TRANQUILA",2018,"309","abril"
"5260","FRACC. VILLA TRANQUILA",2020,"342","abril"
"5261","FRACC. VILLA TUTULI",2018,"1861","abril"
"5262","FRACC. VILLA TUTULI",2020,"2137","abril"
"5263","FRACC. VILLA TUTULI",2021,"2141","abril"
"5264","FRACC. VILLA TUTULI",2019,"2109","abril"
"5265","FRACC. VILLA TUTULI II",2020,"2468","abril"
"5266","FRACC. VILLA TUTULI II",2021,"2412","abril"
"5267","FRACC. VILLA TUTULI II",2018,"2762","abril"
"5268","FRACC. VILLA TUTULI II",2019,"2597","abril"
"5269","FRACC. VILLA VERDE",2021,"13712","abril"
"5270","FRACC. VILLA VERDE",2018,"15122","abril"
"5271","FRACC. VILLA VERDE",2020,"13911","abril"
"5272","FRACC. VILLA VERDE",2019,"13383","abril"
"5273","FRACC. VILLAS DE RUEDA",2021,"616","abril"
"5274","FRACC. VILLAS DE RUEDA",2019,"423","abril"
"5275","FRACC. VILLAS DE RUEDA",2018,"283","abril"
"5276","FRACC. VILLAS DE RUEDA",2020,"556","abril"
"5277","FRACC. VILLAS DEL ESTERO",2018,"12753","abril"
"5278","FRACC. VILLAS DEL ESTERO",2019,"12688","abril"
"5279","FRACC. VILLAS DEL ESTERO",2020,"10522","abril"
"5280","FRACC. VILLAS DEL ESTERO",2021,"9568","abril"
"5281","FRACC. VILLAS DEL MAR",2019,"1352","abril"
"5282","FRACC. VILLAS DEL MAR",2021,"1705","abril"
"5283","FRACC. VILLAS DEL MAR",2020,"1288","abril"
"5284","FRACC. VILLAS DEL MAR",2018,"1283","abril"
"5285","FRACC. VILLAS LAS FLORES",2018,"3331","abril"
"5286","FRACC. VILLAS LAS FLORES",2021,"3179","abril"
"5287","FRACC. VILLAS LAS FLORES",2020,"3414","abril"
"5288","FRACC. VILLAS LAS FLORES",2019,"3351","abril"
"5289","FRACC. VISTAS DEL MAR",2018,"7954","abril"
"5290","FRACC. VISTAS DEL MAR",2020,"7262","abril"
"5291","FRACC. VISTAS DEL MAR",2021,"7552","abril"
"5292","FRACC. VISTAS DEL MAR",2019,"6665","abril"
"5293","FRACC.LOS CONCHIS-SC.ARRECIFES",2019,"948","abril"
"5294","FRACC.LOS CONCHIS-SC.ARRECIFES",2020,"1146","abril"
"5295","FRACC.LOS CONCHIS-SC.ARRECIFES",2018,"1205","abril"
"5296","FRACC.LOS CONCHIS-SC.ARRECIFES",2021,"1064","abril"
"5297","FRACC.RES. EX HDA.DE EL CONCHI",2019,"2141","abril"
"5298","FRACC.RES. EX HDA.DE EL CONCHI",2018,"2813","abril"
"5299","FRACC.RES. EX HDA.DE EL CONCHI",2020,"2611","abril"
"5300","FRACC.RES. EX HDA.DE EL CONCHI",2021,"2292","abril"
"5301","FRACC.SOLES PARQUE RESIDENCIAL",2020,"875","abril"
"5302","FRACC.SOLES PARQUE RESIDENCIAL",2018,"0","abril"
"5303","FRACC.SOLES PARQUE RESIDENCIAL",2019,"491","abril"
"5304","FRACC.SOLES PARQUE RESIDENCIAL",2021,"1083","abril"
"5305","FRANCISCO I. MADERO",2019,"19218","abril"
"5306","FRANCISCO I. MADERO",2020,"18090","abril"
"5307","FRANCISCO I. MADERO",2018,"20720","abril"
"5308","FRANCISCO I. MADERO",2021,"18243","abril"
"5309","FRANCISCO LABASTIDA OCHOA",2020,"3168","abril"
"5310","FRANCISCO LABASTIDA OCHOA",2018,"3941","abril"
"5311","FRANCISCO LABASTIDA OCHOA",2021,"3334","abril"
"5312","FRANCISCO LABASTIDA OCHOA",2019,"3282","abril"
"5313","FRANCISCO SOLIS",2020,"5874","abril"
"5314","FRANCISCO SOLIS",2021,"6296","abril"
"5315","FRANCISCO SOLIS",2018,"7517","abril"
"5316","FRANCISCO SOLIS",2019,"6505","abril"
"5317","FRANCISCO VILLA",2021,"65954","abril"
"5318","FRANCISCO VILLA",2018,"53432","abril"
"5319","FRANCISCO VILLA",2019,"53714","abril"
"5320","FRANCISCO VILLA",2020,"68726","abril"
"5321","GABRIEL LEYVA",2019,"9546","abril"
"5322","GABRIEL LEYVA",2021,"8667","abril"
"5323","GABRIEL LEYVA",2020,"9081","abril"
"5324","GABRIEL LEYVA",2018,"8883","abril"
"5325","GUSTAVO DIAZ ORDAZ",2020,"6281","abril"
"5326","GUSTAVO DIAZ ORDAZ",2021,"7961","abril"
"5327","GUSTAVO DIAZ ORDAZ",2018,"6969","abril"
"5328","GUSTAVO DIAZ ORDAZ",2019,"6767","abril"
"5329","HACIENDA DE URIAS",2019,"7428","abril"
"5330","HACIENDA DE URIAS",2018,"7386","abril"
"5331","HACIENDA DE URIAS",2021,"6901","abril"
"5332","HACIENDA DE URIAS",2020,"6745","abril"
"5333","HUERTOS FAMILIARES",2018,"1827","abril"
"5334","HUERTOS FAMILIARES",2019,"1606","abril"
"5335","HUERTOS FAMILIARES",2021,"1670","abril"
"5336","HUERTOS FAMILIARES",2020,"1479","abril"
"5337","INDEPENDENCIA",2019,"18007","abril"
"5338","INDEPENDENCIA",2021,"17356","abril"
"5339","INDEPENDENCIA",2020,"17512","abril"
"5340","INDEPENDENCIA",2018,"19389","abril"
"5341","INFONAVIT CONCHI",2021,"12140","abril"
"5342","INFONAVIT CONCHI",2019,"12351","abril"
"5343","INFONAVIT CONCHI",2020,"12677","abril"
"5344","INFONAVIT CONCHI",2018,"13879","abril"
"5345","INFONAVIT FCO. ALARCON FREGOSO",2021,"22056","abril"
"5346","INFONAVIT FCO. ALARCON FREGOSO",2020,"21474","abril"
"5347","INFONAVIT FCO. ALARCON FREGOSO",2019,"24354","abril"
"5348","INFONAVIT FCO. ALARCON FREGOSO",2018,"23695","abril"
"5349","INFONAVIT JABALIES",2018,"26544","abril"
"5350","INFONAVIT JABALIES",2020,"29109","abril"
"5351","INFONAVIT JABALIES",2021,"28261","abril"
"5352","INFONAVIT JABALIES",2019,"29149","abril"
"5353","INFONAVIT JABALINES",2020,"3128","abril"
"5354","INFONAVIT JABALINES",2018,"3336","abril"
"5355","INFONAVIT JABALINES",2021,"2817","abril"
"5356","INFONAVIT JABALINES",2019,"3175","abril"
"5357","INFONAVIT LA FORESTA",2018,"7931","abril"
"5358","INFONAVIT LA FORESTA",2021,"5733","abril"
"5359","INFONAVIT LA FORESTA",2020,"6238","abril"
"5360","INFONAVIT LA FORESTA",2019,"7756","abril"
"5361","INFONAVIT OLIMPO",2020,"1260","abril"
"5362","INFONAVIT OLIMPO",2019,"1082","abril"
"5363","INFONAVIT OLIMPO",2018,"1014","abril"
"5364","INFONAVIT OLIMPO",2021,"1029","abril"
"5365","INFONAVIT PLAYAS",2018,"33297","abril"
"5366","INFONAVIT PLAYAS",2020,"29103","abril"
"5367","INFONAVIT PLAYAS",2019,"30642","abril"
"5368","INFONAVIT PLAYAS",2021,"28461","abril"
"5369","INSURGENTES",2019,"11839","abril"
"5370","INSURGENTES",2021,"10470","abril"
"5371","INSURGENTES",2018,"10510","abril"
"5372","INSURGENTES",2020,"10270","abril"
"5373","ISLA DE LA PIEDRA",2019,"8070","abril"
"5374","ISLA DE LA PIEDRA",2020,"8789","abril"
"5375","ISLA DE LA PIEDRA",2018,"9378","abril"
"5376","ISLA DE LA PIEDRA",2021,"10399","abril"
"5377","JARDINES DEL VALLE",2018,"1087","abril"
"5378","JARDINES DEL VALLE",2020,"961","abril"
"5379","JARDINES DEL VALLE",2019,"1018","abril"
"5380","JARDINES DEL VALLE",2021,"969","abril"
"5381","JARIPILLO",2021,"19056","abril"
"5382","JARIPILLO",2019,"17422","abril"
"5383","JARIPILLO",2018,"16695","abril"
"5384","JARIPILLO",2020,"15261","abril"
"5385","JESUS DE NAZARET",2019,"551","abril"
"5386","JESUS DE NAZARET",2021,"485","abril"
"5387","JESUS DE NAZARET",2020,"501","abril"
"5388","JESUS DE NAZARET",2018,"584","abril"
"5389","JESUS GARCIA",2019,"7902","abril"
"5390","JESUS GARCIA",2021,"10156","abril"
"5391","JESUS GARCIA",2020,"9101","abril"
"5392","JESUS GARCIA",2018,"9016","abril"
"5393","JESUS KUMATE R.",2020,"930","abril"
"5394","JESUS KUMATE R.",2021,"916","abril"
"5395","JESUS KUMATE R.",2019,"900","abril"
"5396","JESUS KUMATE R.",2018,"997","abril"
"5397","JOSE MA. PINO SUAREZ",2021,"4952","abril"
"5398","JOSE MA. PINO SUAREZ",2018,"5550","abril"
"5399","JOSE MA. PINO SUAREZ",2020,"4990","abril"
"5400","JOSE MA. PINO SUAREZ",2019,"5173","abril"
"5401","JOSE MARIA MORELOS",2021,"8605","abril"
"5402","JOSE MARIA MORELOS",2020,"8228","abril"
"5403","JOSE MARIA MORELOS",2018,"8244","abril"
"5404","JOSE MARIA MORELOS",2019,"7879","abril"
"5405","JUAN CARRASCO",2018,"6932","abril"
"5406","JUAN CARRASCO",2019,"7805","abril"
"5407","JUAN CARRASCO",2020,"6849","abril"
"5408","JUAN CARRASCO",2021,"6869","abril"
"5409","KLEIN",2019,"3169","abril"
"5410","KLEIN",2021,"3289","abril"
"5411","KLEIN",2020,"3067","abril"
"5412","KLEIN",2018,"2948","abril"
"5413","LA SIRENA",2019,"8137","abril"
"5414","LA SIRENA",2020,"7525","abril"
"5415","LA SIRENA",2018,"9568","abril"
"5416","LA SIRENA",2021,"8850","abril"
"5417","LADRILLERA",2018,"1160","abril"
"5418","LADRILLERA",2019,"1216","abril"
"5419","LADRILLERA",2020,"1029","abril"
"5420","LADRILLERA",2021,"1198","abril"
"5421","LAZARO CARDENAS",2020,"9841","abril"
"5422","LAZARO CARDENAS",2019,"11404","abril"
"5423","LAZARO CARDENAS",2021,"9739","abril"
"5424","LAZARO CARDENAS",2018,"11899","abril"
"5425","LEOPOLDO SANCHEZ CELIS",2020,"27652","abril"
"5426","LEOPOLDO SANCHEZ CELIS",2019,"28968","abril"
"5427","LEOPOLDO SANCHEZ CELIS",2018,"31335","abril"
"5428","LEOPOLDO SANCHEZ CELIS",2021,"28786","abril"
"5429","LIBERTAD",2021,"3924","abril"
"5430","LIBERTAD",2018,"4040","abril"
"5431","LIBERTAD",2019,"4424","abril"
"5432","LIBERTAD",2020,"3549","abril"
"5433","LIBERTAD DE EXPRESION",2020,"12346","abril"
"5434","LIBERTAD DE EXPRESION",2021,"12709","abril"
"5435","LIBERTAD DE EXPRESION",2018,"11247","abril"
"5436","LIBERTAD DE EXPRESION",2019,"10867","abril"
"5437","LOMA ATRAVEZADA",2018,"19198","abril"
"5438","LOMA ATRAVEZADA",2020,"10535","abril"
"5439","LOMA ATRAVEZADA",2021,"11184","abril"
"5440","LOMA ATRAVEZADA",2019,"15866","abril"
"5441","LOMA BONITA",2019,"3248","abril"
"5442","LOMA BONITA",2018,"3214","abril"
"5443","LOMA BONITA",2021,"3090","abril"
"5444","LOMA BONITA",2020,"3211","abril"
"5445","LOMAS DE CRISTO REY",2021,"703","abril"
"5446","LOMAS DE CRISTO REY",2018,"548","abril"
"5447","LOMAS DE CRISTO REY",2019,"504","abril"
"5448","LOMAS DE CRISTO REY",2020,"599","abril"
"5449","LOMAS DEL EBANO",2018,"6033","abril"
"5450","LOMAS DEL EBANO",2020,"6145","abril"
"5451","LOMAS DEL EBANO",2019,"6122","abril"
"5452","LOMAS DEL EBANO",2021,"6438","abril"
"5453","LOS PINOS",2018,"1329","abril"
"5454","LOS PINOS",2019,"1083","abril"
"5455","LOS PINOS",2020,"1266","abril"
"5456","LOS PINOS",2021,"1016","abril"
"5457","LUCIO VALVERDE",2021,"1684","abril"
"5458","LUCIO VALVERDE",2020,"1477","abril"
"5459","LUCIO VALVERDE",2018,"1834","abril"
"5460","LUCIO VALVERDE",2019,"1914","abril"
"5461","LUIS ECHEVERRIA ALVAREZ",2018,"3690","abril"
"5462","LUIS ECHEVERRIA ALVAREZ",2019,"3755","abril"
"5463","LUIS ECHEVERRIA ALVAREZ",2020,"3567","abril"
"5464","LUIS ECHEVERRIA ALVAREZ",2021,"3162","abril"
"5465","MANUEL J. CLOUTHIER",2020,"1229","abril"
"5466","MANUEL J. CLOUTHIER",2019,"1238","abril"
"5467","MANUEL J. CLOUTHIER",2018,"1382","abril"
"5468","MANUEL J. CLOUTHIER",2021,"1257","abril"
"5469","MARIA ELENA",2019,"288","abril"
"5470","MARIA ELENA",2018,"276","abril"
"5471","MARIA ELENA",2020,"266","abril"
"5472","MARIA ELENA",2021,"289","abril"
"5473","MARINA MAZATLAN",2021,"26622","abril"
"5474","MARINA MAZATLAN",2019,"24339","abril"
"5475","MARINA MAZATLAN",2020,"23742","abril"
"5476","MARINA MAZATLAN",2018,"20492","abril"
"5477","MARINA MAZATLAN SECCION II",2018,"390","abril"
"5478","MARINA MAZATLAN SECCION II",2021,"955","abril"
"5479","MARINA MAZATLAN SECCION II",2020,"630","abril"
"5480","MARINA MAZATLAN SECCION II",2019,"545","abril"
"5481","MAZATLAN I",2019,"4210","abril"
"5482","MAZATLAN I",2021,"5552","abril"
"5483","MAZATLAN I",2018,"3892","abril"
"5484","MAZATLAN I",2020,"5549","abril"
"5485","MAZATLAN II",2020,"5457","abril"
"5486","MAZATLAN II",2021,"5091","abril"
"5487","MAZATLAN II",2019,"5234","abril"
"5488","MAZATLAN II",2018,"4734","abril"
"5489","MAZATLAN III",2018,"2751","abril"
"5490","MAZATLAN III",2019,"2968","abril"
"5491","MAZATLAN III",2021,"2952","abril"
"5492","MAZATLAN III",2020,"2818","abril"
"5493","MERCADO MIGUEL HIDALGO",2019,"1197","abril"
"5494","MERCADO MIGUEL HIDALGO",2020,"1060","abril"
"5495","MERCADO MIGUEL HIDALGO",2021,"1006","abril"
"5496","MERCADO MIGUEL HIDALGO",2018,"1125","abril"
"5497","MONTE BELLO",2021,"4833","abril"
"5498","MONTE BELLO",2020,"4671","abril"
"5499","MONTE BELLO",2019,"4378","abril"
"5500","MONTE BELLO",2018,"4958","abril"
"5501","MONTE CALVARIO",2018,"720","abril"
"5502","MONTE CALVARIO",2020,"656","abril"
"5503","MONTE CALVARIO",2021,"785","abril"
"5504","MONTE CALVARIO",2019,"943","abril"
"5505","MONTUOSA",2021,"20867","abril"
"5506","MONTUOSA",2020,"22605","abril"
"5507","MONTUOSA",2018,"24057","abril"
"5508","MONTUOSA",2019,"24106","abril"
"5509","NIÑOS HEROES",2019,"3586","abril"
"5510","NIÑOS HEROES",2020,"3326","abril"
"5511","NIÑOS HEROES",2021,"3051","abril"
"5512","NIÑOS HEROES",2018,"3937","abril"
"5513","NUEVO MILENIO",2019,"2912","abril"
"5514","NUEVO MILENIO",2020,"2663","abril"
"5515","NUEVO MILENIO",2018,"2639","abril"
"5516","NUEVO MILENIO",2021,"2656","abril"
"5517","OBRERA",2020,"5339","abril"
"5518","OBRERA",2019,"6815","abril"
"5519","OBRERA",2018,"7569","abril"
"5520","OBRERA",2021,"3841","abril"
"5521","OLIMPICA",2018,"15729","abril"
"5522","OLIMPICA",2020,"14751","abril"
